Date,ID,Status
September 13th 2012,2160566,1
September 13th 2012,2160617,1
September 21st 2012,2164597,1
September 21st 2012,2164596,1
September 22nd 2012,2165342,1
September 22nd 2012,2165343,1
September 22nd 2012,2165345,1
September 22nd 2012,2165344,1
September 22nd 2012,2165346,1
September 22nd 2012,2165347,1
September 22nd 2012,2164599,1
September 22nd 2012,2164600,1
September 22nd 2012,2164601,1
September 23rd 2012,2166059,1
September 23rd 2012,2166054,1
September 23rd 2012,2166338,1
September 23rd 2012,2164602,1
October 2nd 2012,2171210,1
October 2nd 2012,2171211,1
October 2nd 2012,2171218,1
October 2nd 2012,2171221,1
October 2nd 2012,2171219,1
October 2nd 2012,2171306,1
October 3rd 2012,2171677,1
October 3rd 2012,2171688,1
October 3rd 2012,2171848,1
October 3rd 2012,2171700,1
October 3rd 2012,2171159,1
October 4th 2012,2171697,1
October 4th 2012,2171954,1
October 4th 2012,2171958,1
October 4th 2012,2171955,1
October 4th 2012,2171939,1
October 4th 2012,2171956,1
October 4th 2012,2171209,1
October 4th 2012,2171929,1
October 5th 2012,2172244,1
October 7th 2012,2171953,1
October 7th 2012,2173765,1
October 7th 2012,2174116,1
October 7th 2012,2173769,1
October 8th 2012,2172375,1
October 8th 2012,2172401,1
October 8th 2012,2174473,1
October 8th 2012,2174466,1
October 8th 2012,2174465,1
October 8th 2012,2174478,1
October 9th 2012,2174746,1
October 9th 2012,2174051,1
October 9th 2012,2174650,1
October 9th 2012,2174747,1
October 9th 2012,2174748,1
October 9th 2012,2172361,1
October 9th 2012,2174749,1
October 9th 2012,2174745,1
October 10th 2012,2174231,1
October 10th 2012,2174221,1
October 10th 2012,2174997,1
October 10th 2012,2174640,1
October 10th 2012,2174641,1
October 11th 2012,2175357,1
October 11th 2012,2174981,1
October 11th 2012,2175363,1
October 11th 2012,2175360,1
October 12th 2012,2175064,1
October 14th 2012,2177217,1
October 14th 2012,2177219,1
October 16th 2012,2175573,1
October 16th 2012,2178609,1
October 16th 2012,2178611,1
October 16th 2012,2178612,1
October 18th 2012,2179320,1
October 18th 2012,2179322,1
October 18th 2012,2179321,1
October 18th 2012,2179323,1
October 18th 2012,2179326,1
October 18th 2012,2179325,1
October 18th 2012,2179328,1
October 21st 2012,2181278,1
October 21st 2012,2181282,1
October 22nd 2012,2181283,1
October 22nd 2012,2181287,1
October 22nd 2012,2181341,1
October 22nd 2012,2181351,1
October 23rd 2012,2182504,1
October 23rd 2012,2182506,1
October 23rd 2012,2182507,1
October 26th 2012,2183270,1
October 26th 2012,2183271,1
October 26th 2012,2183272,1
October 28th 2012,2184637,1
October 28th 2012,2184646,1
October 28th 2012,2184636,1
October 28th 2012,2184638,1
October 29th 2012,2185257,1
October 29th 2012,2185258,1
October 30th 2012,2185484,1
October 30th 2012,2185485,1
October 30th 2012,2185487,1
October 30th 2012,2185488,1
October 31st 2012,2185910,1
November 1st 2012,2185913,1
November 1st 2012,2185914,1
November 1st 2012,2185915,1
November 2nd 2012,2186352,1
November 2nd 2012,2186351,1
November 2nd 2012,2186354,1
November 2nd 2012,2186353,1
November 2nd 2012,2186356,1
November 2nd 2012,2186355,1
November 2nd 2012,2186360,1
November 2nd 2012,2186359,1
November 2nd 2012,2186361,1
November 2nd 2012,2186365,1
November 3rd 2012,2186367,1
November 3rd 2012,2186368,1
November 3rd 2012,2186370,1
November 3rd 2012,2186369,1
November 3rd 2012,2186362,1
November 3rd 2012,2186372,1
November 3rd 2012,2186374,1
November 3rd 2012,2186373,1
November 3rd 2012,2186378,1
November 3rd 2012,2186376,1
November 3rd 2012,2186479,1
November 3rd 2012,2186478,1
November 4th 2012,2186485,1
November 4th 2012,2186484,1
November 4th 2012,2186490,1
November 4th 2012,2186492,1
November 4th 2012,2186491,1
November 5th 2012,2186530,1
November 6th 2012,2186791,1
November 6th 2012,2186792,1
November 6th 2012,2186793,1
November 6th 2012,2186795,1
November 6th 2012,2186794,1
November 7th 2012,2187154,1
November 8th 2012,2187403,1
November 8th 2012,2187247,1
November 11th 2012,2188910,1
November 11th 2012,2188534,1
November 11th 2012,2188629,1
November 11th 2012,2188626,1
November 11th 2012,2189003,1
November 11th 2012,2189039,1
November 12th 2012,2189099,1
November 12th 2012,2189101,1
November 12th 2012,2189102,1
November 12th 2012,2189106,1
November 12th 2012,2189105,1
November 12th 2012,2189107,1
November 12th 2012,2189182,1
November 13th 2012,2189382,1
November 13th 2012,2189463,1
November 13th 2012,2189381,1
November 13th 2012,2189464,1
November 13th 2012,2189386,1
November 13th 2012,2189675,1
November 13th 2012,2189384,1
November 14th 2012,2189665,1
November 14th 2012,2189975,1
November 14th 2012,2189725,1
November 14th 2012,2189807,1
November 14th 2012,2189717,1
November 14th 2012,2189983,1
November 15th 2012,2190157,1
November 15th 2012,2190043,1
November 15th 2012,2190150,1
November 15th 2012,2190338,1
November 15th 2012,2190041,1
November 19th 2012,2191831,1
November 20th 2012,2192437,1
November 22nd 2012,2192667,1
November 22nd 2012,2192668,1
November 22nd 2012,2192669,1
November 22nd 2012,2192670,1
November 22nd 2012,2192671,1
November 22nd 2012,2192672,1
November 22nd 2012,2192675,1
November 22nd 2012,2192676,1
November 22nd 2012,2192677,1
November 22nd 2012,2192678,1
November 22nd 2012,2192679,1
November 22nd 2012,2192680,1
November 22nd 2012,2193139,1
November 23rd 2012,2193149,1
November 23rd 2012,2193152,1
November 23rd 2012,2193130,1
November 23rd 2012,2193153,1
November 23rd 2012,2193131,1
November 23rd 2012,2193132,1
November 23rd 2012,2193154,1
November 23rd 2012,2193155,1
November 23rd 2012,2193133,1
November 23rd 2012,2193134,1
November 23rd 2012,2193156,1
November 23rd 2012,2193157,1
November 23rd 2012,2193135,1
November 23rd 2012,2193158,1
November 23rd 2012,2193160,1
November 24th 2012,2193159,1
November 24th 2012,2193161,1
November 24th 2012,2193172,1
November 24th 2012,2193165,1
November 24th 2012,2193173,1
November 26th 2012,2193719,1
November 26th 2012,2193721,1
November 27th 2012,2193714,1
November 27th 2012,2194092,1
November 27th 2012,2194093,1
November 28th 2012,2194469,1
November 28th 2012,2194472,1
November 28th 2012,2194471,1
November 28th 2012,2194473,1
November 28th 2012,2194476,1
November 28th 2012,2194530,1
November 28th 2012,2194478,1
November 28th 2012,2194479,1
November 29th 2012,2194896,1
November 29th 2012,2194762,1
November 29th 2012,2194892,1
November 29th 2012,2194891,1
November 29th 2012,2194893,1
December 1st 2012,2195609,1
December 1st 2012,2195611,1
December 1st 2012,2195612,1
December 1st 2012,2195705,1
December 1st 2012,2195613,1
December 1st 2012,2195614,1
December 1st 2012,2195616,1
December 1st 2012,2195615,1
December 1st 2012,2195617,1
December 1st 2012,2195610,1
December 1st 2012,2195619,1
December 1st 2012,2195629,1
December 1st 2012,2195628,1
December 1st 2012,2195862,1
December 1st 2012,2195863,1
December 1st 2012,2195864,1
December 1st 2012,2195865,1
December 1st 2012,2195869,1
December 1st 2012,2195866,1
December 1st 2012,2195871,1
December 1st 2012,2195872,1
December 2nd 2012,2196333,1
December 2nd 2012,2196334,1
December 2nd 2012,2196335,1
December 2nd 2012,2196336,1
December 2nd 2012,2196603,1
December 2nd 2012,2196465,1
December 2nd 2012,2196744,1
December 2nd 2012,2196764,1
December 3rd 2012,2197223,1
December 3rd 2012,2197288,1
December 3rd 2012,2197131,1
December 4th 2012,2197269,1
December 4th 2012,2197271,1
December 4th 2012,2197514,1
December 4th 2012,2197522,1
December 6th 2012,2198225,1
December 6th 2012,2198226,1
December 6th 2012,2197582,1
December 6th 2012,2198232,1
December 6th 2012,2198233,1
December 6th 2012,2198227,1
December 6th 2012,2198228,1
December 6th 2012,2197792,1
December 6th 2012,2198234,1
December 6th 2012,2198230,1
December 6th 2012,2198231,1
December 6th 2012,2198236,1
December 8th 2012,2198643,1
December 8th 2012,2198644,1
December 8th 2012,2198646,1
December 8th 2012,2198647,1
December 8th 2012,2198649,1
December 8th 2012,2198648,1
December 8th 2012,2198650,1
December 8th 2012,2198652,1
December 8th 2012,2198654,1
December 8th 2012,2198655,1
December 8th 2012,2198657,1
December 8th 2012,2198656,1
December 9th 2012,2199436,1
December 9th 2012,2199437,1
December 9th 2012,2199793,1
December 9th 2012,2199792,1
December 10th 2012,2199933,1
December 10th 2012,2199935,1
December 11th 2012,2199936,1
December 11th 2012,2200882,1
December 11th 2012,2200803,1
December 13th 2012,2201059,1
December 13th 2012,2201677,1
December 13th 2012,2201714,1
December 14th 2012,2202018,1
December 14th 2012,2201972,1
December 14th 2012,2201973,1
December 14th 2012,2202007,1
December 14th 2012,2202011,1
December 14th 2012,2202010,1
December 14th 2012,2202008,1
December 14th 2012,2202009,1
December 14th 2012,2202016,1
December 14th 2012,2202012,1
December 14th 2012,2202014,1
December 14th 2012,2202013,1
December 15th 2012,2202206,1
December 15th 2012,2202207,1
December 15th 2012,2201975,1
December 15th 2012,2202270,1
December 15th 2012,2201974,1
December 15th 2012,2202271,1
December 15th 2012,2202277,1
December 15th 2012,2202278,1
December 15th 2012,2202269,1
December 15th 2012,2202268,1
December 15th 2012,2202274,1
December 15th 2012,2202275,1
December 15th 2012,2202389,1
December 15th 2012,2202390,1
December 15th 2012,2202413,1
December 15th 2012,2202414,1
December 15th 2012,2202475,1
December 15th 2012,2202480,1
December 15th 2012,2202474,1
December 15th 2012,2202479,1
December 15th 2012,2202522,1
December 15th 2012,2202554,1
December 15th 2012,2202523,1
December 15th 2012,2202553,1
December 15th 2012,2202525,1
December 15th 2012,2202527,1
December 15th 2012,2202557,1
December 15th 2012,2202558,1
December 15th 2012,2202753,1
December 15th 2012,2202754,1
December 15th 2012,2202857,1
December 16th 2012,2202845,1
December 16th 2012,2202942,1
December 16th 2012,2202947,1
December 19th 2012,2204904,1
December 19th 2012,2204374,1
December 20th 2012,2204698,1
December 20th 2012,2204699,1
December 20th 2012,2204377,1
December 21st 2012,2205368,1
December 21st 2012,2205371,1
December 22nd 2012,2205988,1
December 23rd 2012,2206372,1
December 27th 2012,2208917,1
December 30th 2012,2209322,1
January 7th 2013,2211601,1
January 8th 2013,2213208,1
January 8th 2013,2213204,1
January 8th 2013,2213209,1
January 8th 2013,2213214,1
January 8th 2013,2213216,1
January 8th 2013,2213217,1
January 10th 2013,2213754,1
January 13th 2013,2213975,1
January 15th 2013,2215417,1
January 15th 2013,2215420,1
January 20th 2013,2216453,1
January 20th 2013,2216454,1
January 20th 2013,2217519,1
January 20th 2013,2217571,1
January 20th 2013,2217520,1
January 22nd 2013,2218117,1
January 22nd 2013,2218114,1
January 22nd 2013,2218118,1
January 22nd 2013,2218123,1
January 22nd 2013,2218119,1
January 22nd 2013,2218124,1
January 22nd 2013,2218116,1
January 22nd 2013,2218126,1
January 22nd 2013,2218120,1
January 22nd 2013,2218125,1
January 23rd 2013,2218517,1
January 24th 2013,2217900,1
January 27th 2013,2219312,1
January 27th 2013,2219311,1
January 27th 2013,2219075,1
January 27th 2013,2220112,1
January 28th 2013,2219076,1
January 28th 2013,2219077,1
January 29th 2013,2220713,1
January 29th 2013,2220716,1
January 29th 2013,2219074,1
January 29th 2013,2220715,1
January 29th 2013,2219413,1
January 29th 2013,2220727,1
January 29th 2013,2219284,1
January 30th 2013,2220243,1
January 30th 2013,2220244,1
January 31st 2013,2221100,1
January 31st 2013,2220843,1
January 31st 2013,2220846,1
February 1st 2013,2221099,1
February 3rd 2013,2221513,1
February 4th 2013,2221514,1
February 5th 2013,2222981,1
February 5th 2013,2222986,1
February 5th 2013,2222984,1
February 5th 2013,2222983,1
February 5th 2013,2222982,1
February 5th 2013,2222987,1
February 6th 2013,2222864,1
February 7th 2013,2222755,1
February 10th 2013,2223994,1
